time,games,steps,buffer,policy_loss,value_loss,positions_per_sec
1782369011,538611,81155,500000,1.5363,0.6925,5337
1782369025,539611,81305,500000,1.5373,0.6922,5424
1782369040,540611,81454,500000,1.5345,0.6976,5390
1782369054,541611,81605,500000,1.5386,0.7005,5375
1782369068,542611,81757,500000,1.5388,0.7022,5367
1782369083,543611,81910,500000,1.5396,0.7009,5415
1782369098,544611,82068,500000,1.5308,0.6989,5389
1782369112,545611,82217,500000,1.5402,0.7019,5322
1782369127,546611,82369,500000,1.5320,0.6967,5403
1782369141,547611,82519,500000,1.5235,0.6889,5361
1782369155,548611,82669,500000,1.5385,0.6914,5357
1782369170,549611,82820,500000,1.5188,0.6876,5379
1782369184,550611,82969,500000,1.5243,0.6876,5187
1782369199,551611,83119,500000,1.5288,0.6877,5227
1782369213,552611,83270,500000,1.5319,0.6877,5412
1782369227,553611,83419,500000,1.5276,0.6850,5435
1782369241,554611,83565,500000,1.5341,0.6873,5337
1782369255,555611,83713,500000,1.5250,0.6959,5364
1782369270,556611,83860,500000,1.5355,0.6920,5343
1782369284,557611,84014,500000,1.5327,0.6935,5376
1782369298,558611,84160,500000,1.5360,0.6937,5343
1782369312,559611,84309,500000,1.5387,0.7005,5385
1782369327,560611,84458,500000,1.5305,0.6960,5310
1782369341,561611,84609,500000,1.5249,0.6943,5432
1782369355,562611,84760,500000,1.5258,0.6966,5382
1782369370,563611,84914,500000,1.5311,0.7010,5396
1782369384,564611,85062,500000,1.5277,0.6967,5333
1782369399,565611,85212,500000,1.5315,0.6911,5336
1782369413,566611,85362,500000,1.5366,0.6902,5387
1782369427,567611,85513,500000,1.5292,0.6908,5375
1782369442,568611,85669,500000,1.5362,0.7001,5409
1782369456,569611,85819,500000,1.5296,0.6943,5402
1782369470,570611,85967,500000,1.5252,0.6879,5462
1782369484,571611,86116,500000,1.5207,0.6916,5370
1782369498,572611,86264,500000,1.5288,0.6879,5416
1782369512,573611,86413,500000,1.5278,0.6888,5436
1782369526,574611,86559,500000,1.5338,0.6933,5343
1782369541,575611,86708,500000,1.5293,0.6918,5201
1782369555,576611,86852,500000,1.5276,0.6876,5281
1782369569,577611,87005,500000,1.5361,0.6877,5401
1782369584,578611,87157,500000,1.5223,0.6920,5435
1782369598,579611,87306,500000,1.5204,0.6965,5425
1782369612,580611,87459,500000,1.5242,0.6924,5436
1782369626,581611,87607,500000,1.5268,0.6893,5277
1782369641,582611,87760,500000,1.5237,0.6980,5451
1782369655,583611,87910,500000,1.5296,0.6964,5395
1782369669,584611,88058,500000,1.5194,0.6975,5316
1782369684,585611,88209,500000,1.5287,0.6937,5364
1782369698,586611,88359,500000,1.5200,0.6936,5374
1782369712,587611,88506,500000,1.5268,0.6952,5385
1782369729,588611,88654,500000,1.5169,0.7001,4515
1782369743,589611,88807,500000,1.5299,0.6959,5529
1782369757,590611,88954,500000,1.5237,0.6972,5490
1782369771,591611,89106,500000,1.5336,0.7034,5486
1782369785,592611,89257,500000,1.5253,0.6986,5443
1782369799,593611,89408,500000,1.5235,0.6915,5551
1782369813,594611,89555,500000,1.5194,0.6968,5473
1782369827,595611,89705,500000,1.5302,0.6958,5506
1782369841,596611,89856,500000,1.5319,0.7034,5475
1782369855,597611,90008,500000,1.5295,0.6999,5543
1782369869,598611,90161,500000,1.5265,0.6965,5522
1782369883,599611,90313,500000,1.5314,0.6992,5510
1782369897,600611,90463,500000,1.5227,0.7071,5513
1782369911,601611,90611,500000,1.5273,0.6960,5468
1782369925,602611,90758,500000,1.5235,0.6905,5471
1782369939,603611,90908,500000,1.5255,0.6941,5423
1782369953,604611,91056,500000,1.5338,0.6917,5497
1782369967,605611,91209,500000,1.5178,0.6934,5570
1782369981,606611,91357,500000,1.5273,0.6876,5436
1782369999,607611,91509,500000,1.5295,0.6861,4327
1782370012,608611,91658,500000,1.5104,0.6945,5563
1782370026,609611,91804,500000,1.5252,0.7011,5592
1782370040,610611,91956,500000,1.5217,0.7038,5562
1782370054,611611,92108,500000,1.5154,0.6988,5570
1782370067,612611,92257,500000,1.5266,0.7020,5598
1782370081,613611,92404,500000,1.5135,0.6980,5594
1782370095,614611,92558,500000,1.5225,0.7035,5548
1782370109,615611,92708,500000,1.5299,0.7016,5578
1782370123,616611,92861,500000,1.5256,0.6976,5624
1782370136,617611,93010,500000,1.5231,0.6960,5533
1782370150,618611,93159,500000,1.5154,0.6938,5544
1782370164,619611,93311,500000,1.5249,0.6946,5497
1782370178,620611,93463,500000,1.5196,0.6930,5597
1782370192,621611,93613,500000,1.5178,0.6954,5511
1782370206,622611,93763,500000,1.5170,0.7045,5562
1782370220,623611,93916,500000,1.5219,0.6984,5580
1782370234,624611,94066,500000,1.5149,0.6977,5532
1782370248,625611,94217,500000,1.5103,0.6924,5567
1782370262,626611,94371,500000,1.5073,0.6946,5517
1782370276,627611,94522,500000,1.5212,0.6909,5541
1782370290,628611,94673,500000,1.5131,0.6923,5544
1782370307,629611,94825,500000,1.5186,0.6910,4533
1782370321,630611,94975,500000,1.5185,0.6968,5433
1782370335,631611,95124,500000,1.5238,0.6944,5469
1782370350,632611,95279,500000,1.5234,0.6958,5476
1782370364,633611,95428,500000,1.5211,0.6923,5484
1782370378,634611,95578,500000,1.5430,0.6973,5412
1782370392,635611,95730,500000,1.5339,0.7009,5429
1782370406,636611,95877,500000,1.5356,0.6984,5421
1782370420,637611,96026,500000,1.5398,0.6970,5423
1782370434,638611,96175,500000,1.5341,0.6933,5455
1782370449,639611,96329,500000,1.5331,0.6928,5453
1782370463,640611,96484,500000,1.5320,0.6936,5430
1782370478,641611,96638,500000,1.5381,0.6923,5487
1782370492,642611,96789,500000,1.5408,0.6935,5415
1782370506,643611,96939,500000,1.5439,0.6879,5416
1782370520,644611,97091,500000,1.5457,0.6872,5445
1782370535,645611,97243,500000,1.5381,0.6955,5426
1782370553,646611,97394,500000,1.5449,0.7007,4314
1782370566,647611,97539,500000,1.5379,0.7016,5347
1782370581,648611,97686,500000,1.5328,0.7090,5318
1782370595,649611,97835,500000,1.5443,0.7093,5408
1782370609,650611,97984,500000,1.5459,0.7109,5399
1782370623,651611,98137,500000,1.5414,0.7079,5399
1782370637,652611,98285,500000,1.5385,0.7047,5451
1782370651,653611,98433,500000,1.5396,0.7043,5498
1782370665,654611,98584,500000,1.5421,0.7054,5470
1782370679,655611,98734,500000,1.5313,0.7007,5409
1782370693,656611,98884,500000,1.5273,0.7054,5426
1782370708,657611,99035,500000,1.5149,0.7036,5453
1782370722,658611,99185,500000,1.5257,0.6992,5331
1782370736,659611,99333,500000,1.5318,0.7008,5367
1782370751,660611,99486,500000,1.5290,0.6975,5385
1782370764,661611,99627,500000,1.5173,0.7043,5358
1782370778,662611,99776,500000,1.5242,0.7007,5372
1782370793,663611,99925,500000,1.5166,0.7010,5383
1782370807,664611,100077,500000,1.5248,0.6973,5388
1782370821,665611,100229,500000,1.5238,0.6965,5424
1782370836,666611,100380,500000,1.5220,0.6986,5405
1782370850,667611,100530,500000,1.5337,0.6955,5355
1782370864,668611,100677,500000,1.5264,0.6852,5363
1782370878,669611,100826,500000,1.5289,0.6902,5412
1782370892,670611,100974,500000,1.5259,0.6909,5430
1782370906,671611,101121,500000,1.5219,0.6875,5468
1782370921,672611,101268,500000,1.5244,0.6934,5023
1782370935,673611,101416,500000,1.5296,0.6900,5375
1782370949,674611,101561,500000,1.5217,0.6964,5366
1782370963,675611,101713,500000,1.5199,0.6951,5474
1782370977,676611,101863,500000,1.5275,0.6927,5425
1782370991,677611,102011,500000,1.5259,0.6959,5413
1782371005,678611,102160,500000,1.5192,0.6994,5375
1782371019,679611,102307,500000,1.5241,0.6919,5419
1782371034,680611,102461,500000,1.5198,0.6999,5412
1782371048,681611,102612,500000,1.5239,0.6930,5436
1782371062,682611,102761,500000,1.5248,0.6976,5361
1782371076,683611,102906,500000,1.5203,0.6903,5294
1782371091,684611,103055,500000,1.5162,0.6922,5358
1782371105,685611,103200,500000,1.5161,0.6967,5349
1782371119,686611,103351,500000,1.5181,0.6940,5442
1782371133,687611,103502,500000,1.5259,0.6958,5464
1782371147,688611,103652,500000,1.5166,0.7022,5374
1782371161,689611,103803,500000,1.5196,0.6982,5407
1782371176,690611,103953,500000,1.5162,0.6997,5433
1782371190,691611,104100,500000,1.5184,0.7023,5385
1782371204,692611,104248,500000,1.5291,0.6965,5347
1782371218,693611,104396,500000,1.5175,0.6982,5343
1782371232,694611,104544,500000,1.5225,0.7036,5314
1782371246,695611,104692,500000,1.5207,0.7005,5364
1782371260,696611,104840,500000,1.5206,0.7043,5385
1782371275,697611,104990,500000,1.5171,0.7000,5379
1782371290,698611,105138,500000,1.5211,0.7021,4860
1782371304,699611,105286,500000,1.5290,0.6942,5290
1782371319,700611,105435,500000,1.5263,0.7001,5393
1782371333,701611,105581,500000,1.5187,0.6913,5262
1782371347,702611,105730,500000,1.5162,0.6986,5300
1782371362,703611,105884,500000,1.5203,0.6968,5385
1782371376,704611,106032,500000,1.5340,0.6999,5302
1782371391,705611,106184,500000,1.5239,0.7034,5203
1782371405,706611,106334,500000,1.5220,0.7013,5419
1782371419,707611,106481,500000,1.5067,0.7004,5356
1782371433,708611,106629,500000,1.5172,0.7082,5310
1782371448,709611,106781,500000,1.5153,0.7108,5379
1782371462,710611,106931,500000,1.5101,0.7044,5321
1782371477,711611,107081,500000,1.5129,0.7067,5334
1782371492,712611,107234,500000,1.5192,0.6959,5293
1782371506,713611,107382,500000,1.5127,0.6925,5316
1782371520,714611,107533,500000,1.5241,0.6854,5388
1782371535,715611,107687,500000,1.5126,0.6970,5342
1782371549,716611,107836,500000,1.5198,0.6946,5322
1782371564,717611,107987,500000,1.5165,0.6937,5399
1782371578,718611,108137,500000,1.5191,0.6976,5374
1782371593,719611,108290,500000,1.5254,0.6926,5342
1782371607,720611,108438,500000,1.5171,0.6943,5303
1782371621,721611,108589,500000,1.5185,0.6914,5313
1782371636,722611,108740,500000,1.5286,0.6988,5437
1782371650,723611,108891,500000,1.5121,0.6978,5357
1782371665,724611,109043,500000,1.5080,0.6984,5343
1782371679,725611,109195,500000,1.5263,0.6923,5390
1782371693,726611,109343,500000,1.5151,0.6884,5322
1782371708,727611,109495,500000,1.5127,0.6837,5416
1782371722,728611,109647,500000,1.5128,0.6844,5392
1782371736,729611,109800,500000,1.5222,0.6797,5431
1782371751,730611,109949,500000,1.5066,0.6840,5322
1782371765,731611,110096,500000,1.5032,0.6875,5301
1782371779,732611,110244,500000,1.5086,0.6888,5367
1782371794,733611,110396,500000,1.5128,0.6876,5381
1782371809,734611,110546,500000,1.5142,0.6959,5123
1782371826,735611,110695,500000,1.5112,0.6944,4293
1782371842,736611,110846,500000,1.5062,0.6997,5041
1782371858,737611,110999,500000,1.5119,0.6984,4939
1782371874,738611,111153,500000,1.5220,0.7083,4854
1782371890,739611,111307,500000,1.5155,0.7040,4896
1782371906,740611,111459,500000,1.5191,0.7014,4880
1782371921,741611,111611,500000,1.5134,0.7046,5015
1782371937,742611,111763,500000,1.5069,0.7073,5079
1782371955,743611,111913,500000,1.4893,0.7059,4210
1782371969,744611,112057,500000,1.4966,0.6939,5447
1782371983,745611,112211,500000,1.5053,0.6997,5505
1782371997,746611,112361,500000,1.4890,0.6961,5499
1782372011,747611,112509,500000,1.5057,0.7027,5368
1782372025,748611,112660,500000,1.5034,0.6986,5480
1782372039,749611,112812,500000,1.4985,0.6997,5449
1782372054,750611,112963,500000,1.4967,0.6946,5448
1782372068,751611,113118,500000,1.5058,0.6988,5446
1782372082,752611,113265,500000,1.4987,0.7017,5332
1782372097,753611,113415,500000,1.5084,0.7007,5340
1782372111,754611,113568,500000,1.4989,0.6920,5348
1782372126,755611,113716,500000,1.5046,0.6942,5309
1782372140,756611,113865,500000,1.4968,0.7005,5281
1782372154,757611,114014,500000,1.4923,0.6981,5342
1782372172,758611,114167,500000,1.5015,0.6929,4567
1782372186,759611,114315,500000,1.4978,0.6983,5398
1782372200,760611,114467,500000,1.4888,0.7021,5464
1782372214,761611,114618,500000,1.4896,0.7005,5362
1782372228,762611,114771,500000,1.4947,0.7053,5515
1782372243,763611,114917,500000,1.4922,0.7038,5265
1782372257,764611,115065,500000,1.4988,0.6988,5433
1782372271,765611,115217,500000,1.4926,0.6949,5420
1782372285,766611,115367,500000,1.4992,0.6914,5431
1782372299,767611,115519,500000,1.4901,0.6945,5448
1782372313,768611,115669,500000,1.4947,0.7014,5448
1782372328,769611,115821,500000,1.4936,0.6991,5322
1782372342,770611,115969,500000,1.4915,0.6994,5433
1782372356,771611,116121,500000,1.5020,0.6998,5454
1782372370,772611,116270,500000,1.5020,0.7004,5434
1782372385,773611,116420,500000,1.4916,0.7029,5433
1782372402,774611,116567,500000,1.5027,0.6958,4296
1782372416,775611,116714,500000,1.5049,0.6957,5574
1782372430,776611,116867,500000,1.5156,0.6936,5610
1782372443,777611,117018,500000,1.5110,0.6938,5550
1782372457,778611,117170,500000,1.5076,0.6973,5637
1782372471,779611,117322,500000,1.5139,0.6950,5575
1782372485,780611,117476,500000,1.5121,0.7023,5584
1782372499,781611,117628,500000,1.5095,0.7026,5571
1782372513,782611,117779,500000,1.5085,0.7032,5548
1782372527,783611,117931,500000,1.4949,0.7065,5545
1782372541,784611,118081,500000,1.5109,0.7092,5546
1782372555,785611,118230,500000,1.5073,0.7054,5533
1782372569,786611,118380,500000,1.5104,0.7111,5563
1782372583,787611,118534,500000,1.5075,0.7089,5614
1782372596,788611,118683,500000,1.5046,0.7122,5570
1782372610,789611,118833,500000,1.5106,0.7104,5551
1782372624,790611,118982,500000,1.5253,0.7195,5581
1782372638,791611,119134,500000,1.5120,0.7175,5568
1782372652,792611,119288,500000,1.5104,0.7143,5555
1782372666,793611,119437,500000,1.5070,0.7174,5574
1782372680,794611,119588,500000,1.5208,0.7187,5571
1782372694,795611,119742,500000,1.5199,0.7156,5542
1782372708,796611,119895,500000,1.5170,0.7197,5600
1782372728,797611,120043,500000,1.5116,0.7198,3790
1782372742,798611,120194,500000,1.5086,0.7143,5468
1782372756,799611,120343,500000,1.5211,0.7180,5472
1782372770,800611,120492,500000,1.5163,0.7144,5416
1782372784,801611,120639,500000,1.5117,0.7129,5471
1782372798,802611,120789,500000,1.5228,0.7148,5423
1782372812,803611,120936,500000,1.5236,0.7066,5377
1782372826,804611,121087,500000,1.5035,0.6983,5454
1782372840,805611,121236,500000,1.5087,0.7007,5451
1782372855,806611,121386,500000,1.5133,0.6971,5374
1782372868,807611,121529,500000,1.5183,0.6904,5395
1782372883,808611,121683,500000,1.5073,0.6969,5439
1782372897,809611,121830,500000,1.5050,0.6954,5371
1782372911,810611,121981,500000,1.5144,0.6993,5436
1782372925,811611,122131,500000,1.5126,0.6948,5458
1782372945,812611,122283,500000,1.5098,0.6982,3888
1782372959,813611,122434,500000,1.5034,0.6984,5508
1782372973,814611,122584,500000,1.4974,0.6989,5480
1782372987,815611,122735,500000,1.4919,0.7031,5441
1782373002,816611,122886,500000,1.4915,0.6985,5368
1782373016,817611,123038,500000,1.4948,0.7005,5515
1782373030,818611,123189,500000,1.4960,0.7006,5467
1782373044,819611,123340,500000,1.5031,0.6995,5454
1782373059,820611,123495,500000,1.4973,0.6898,5418
1782373073,821611,123646,500000,1.5075,0.6969,5459
1782373087,822611,123796,500000,1.4993,0.6904,5434
1782373101,823611,123940,500000,1.5091,0.6905,5347
1782373115,824611,124092,500000,1.5074,0.6980,5460
1782373129,825611,124243,500000,1.5044,0.6958,5409
1782373144,826611,124394,500000,1.4911,0.6973,5412
1782373158,827611,124545,500000,1.4949,0.7002,5382
1782373174,828611,124693,500000,1.5078,0.6957,4582
1782373188,829611,124842,500000,1.5030,0.7005,5629
1782373201,830611,124990,500000,1.4996,0.7011,5599
1782373215,831611,125138,500000,1.5018,0.7150,5567
1782373229,832611,125289,500000,1.5054,0.7085,5607
1782373243,833611,125440,500000,1.5194,0.7080,5533
1782373257,834611,125589,500000,1.5177,0.7078,5563
1782373270,835611,125739,500000,1.5131,0.7031,5563
1782373284,836611,125890,500000,1.5224,0.7039,5557
1782373298,837611,126045,500000,1.5137,0.6988,5581
1782373312,838611,126193,500000,1.5243,0.7072,5502
1782373326,839611,126347,500000,1.5206,0.6994,5603
1782373340,840611,126495,500000,1.5121,0.6983,5579
1782373353,841611,126644,500000,1.5192,0.6992,5599
1782373367,842611,126791,500000,1.5174,0.7056,5544
1782373381,843611,126940,500000,1.5107,0.7102,5569
1782373394,844611,127087,500000,1.5198,0.6999,5499
1782373408,845611,127232,500000,1.5162,0.7046,5528
1782373422,846611,127383,500000,1.5096,0.7080,5554
1782373435,847611,127532,500000,1.5216,0.7118,5565
1782373449,848611,127678,500000,1.5142,0.7137,5550
1782373462,849611,127824,500000,1.5131,0.7118,5525
1782373476,850611,127974,500000,1.5164,0.7131,5601
1782373490,851611,128123,500000,1.5074,0.7191,5556
1782373507,852611,128267,500000,1.5108,0.7154,4425
1782373520,853611,128414,500000,1.5078,0.7184,5523
1782373533,854611,128556,500000,1.5062,0.7192,5559
1782373547,855611,128702,500000,1.5249,0.7207,5525
1782373560,856611,128849,500000,1.5046,0.7199,5519
1782373574,857611,128996,500000,1.5053,0.7205,5531
1782373588,858611,129144,500000,1.5110,0.7188,5567
1782373601,859611,129291,500000,1.5093,0.7195,5512
1782373615,860611,129440,500000,1.5059,0.7126,5516
1782373629,861611,129590,500000,1.5062,0.7093,5538
1782373643,862611,129742,500000,1.5002,0.7080,5514
1782373657,863611,129889,500000,1.5040,0.7112,5574
1782373670,864611,130036,500000,1.4978,0.7133,5540
1782373684,865611,130187,500000,1.5009,0.7116,5524
1782373698,866611,130337,500000,1.4995,0.7104,5478
1782373712,867611,130482,500000,1.5112,0.7125,5523
1782373726,868611,130632,500000,1.5021,0.7084,5511
1782373739,869611,130781,500000,1.5034,0.7023,5577
1782373753,870611,130929,500000,1.4994,0.7027,5489
1782373767,871611,131077,500000,1.4965,0.7033,5508
1782373781,872611,131228,500000,1.5016,0.7060,5566
1782373795,873611,131378,500000,1.5027,0.7101,5571
1782373808,874611,131526,500000,1.5096,0.7054,5542
1782373829,875611,131679,500000,1.5044,0.7093,3744
1782373843,876611,131830,500000,1.5039,0.7003,5446
1782373858,877611,131984,500000,1.5032,0.7085,5412
1782373872,878611,132133,500000,1.5005,0.7027,5404
1782373886,879611,132282,500000,1.4906,0.6996,5408
1782373900,880611,132431,500000,1.4970,0.7034,5370
1782373915,881611,132581,500000,1.4969,0.7080,5414
1782373929,882611,132733,500000,1.4999,0.7000,5346
1782373943,883611,132881,500000,1.5001,0.7057,5414
1782373957,884611,133032,500000,1.4965,0.7026,5389
1782373972,885611,133183,500000,1.4984,0.7058,5400
1782373986,886611,133335,500000,1.4949,0.7031,5460
1782374001,887611,133489,500000,1.4975,0.7029,5461
1782374015,888611,133643,500000,1.4972,0.7134,5460
1782374029,889611,133794,500000,1.4955,0.7088,5445
1782374043,890611,133938,500000,1.4894,0.7164,5322
1782374064,891611,134089,500000,1.4998,0.7147,3706
1782374078,892611,134242,500000,1.4982,0.7053,5494
1782374093,893611,134396,500000,1.4971,0.7052,5442
1782374107,894611,134551,500000,1.4898,0.7029,5473
1782374121,895611,134702,500000,1.4919,0.7033,5459
1782374136,896611,134855,500000,1.4985,0.6974,5457
1782374150,897611,135011,500000,1.4984,0.6999,5428
1782374165,898611,135161,500000,1.4892,0.6959,5368
1782374179,899611,135314,500000,1.4963,0.7001,5474
1782374194,900611,135468,500000,1.4856,0.7075,5454
1782374208,901611,135624,500000,1.4812,0.7077,5403
1782374223,902611,135776,500000,1.4913,0.7003,5442
1782374237,903611,135927,500000,1.4883,0.7014,5382
1782374251,904611,136079,500000,1.4966,0.6997,5462
1782374266,905611,136233,500000,1.4993,0.7029,5445
1782374280,906611,136386,500000,1.4931,0.7019,5479
1782374297,907611,136536,500000,1.4939,0.7079,4505
1782374311,908611,136687,500000,1.4904,0.7012,5678
1782374324,909611,136835,500000,1.4895,0.7032,5595
1782374337,910611,136981,500000,1.4975,0.7064,5646
1782374351,911611,137131,500000,1.4979,0.7061,5621
1782374365,912611,137281,500000,1.5043,0.7076,5573
1782374379,913611,137430,500000,1.5034,0.7068,5538
1782374393,914611,137581,500000,1.5009,0.6972,5540
1782374406,915611,137728,500000,1.4972,0.7002,5544
1782374420,916611,137877,500000,1.5033,0.7003,5543
1782374433,917611,138023,500000,1.5095,0.7049,5563
1782374447,918611,138172,500000,1.5020,0.7000,5519
1782374461,919611,138321,500000,1.4973,0.7001,5540
1782374475,920611,138472,500000,1.4974,0.7060,5559
1782374489,921611,138621,500000,1.4975,0.7063,5506
1782374502,922611,138770,500000,1.4915,0.7076,5578
1782374516,923611,138921,500000,1.5009,0.7066,5594
1782374530,924611,139070,500000,1.4944,0.7102,5615
1782374544,925611,139220,500000,1.5022,0.7127,5533
1782374557,926611,139368,500000,1.4942,0.7009,5603
1782374571,927611,139520,500000,1.5076,0.7028,5604
1782374585,928611,139669,500000,1.4997,0.7085,5520
1782374599,929611,139821,500000,1.4978,0.7011,5552
1782374612,930611,139965,500000,1.4953,0.7041,5454
1782374632,931611,140112,500000,1.4996,0.7067,3892
1782374646,932611,140261,500000,1.4940,0.7023,5364
1782374661,933611,140414,500000,1.5017,0.7128,5291
1782374675,934611,140562,500000,1.4915,0.7164,5286
1782374689,935611,140712,500000,1.4898,0.7110,5312
1782374704,936611,140861,500000,1.4868,0.7128,5307
1782374718,937611,141012,500000,1.4768,0.7143,5383
1782374733,938611,141165,500000,1.4884,0.7093,5351
1782374747,939611,141315,500000,1.4895,0.7111,5390
1782374761,940611,141464,500000,1.4958,0.7009,5398
1782374775,941611,141614,500000,1.4891,0.7077,5370
1782374790,942611,141769,500000,1.4840,0.7081,5502
1782374804,943611,141919,500000,1.4884,0.7025,5413
1782374818,944611,142068,500000,1.4939,0.7056,5394
1782374833,945611,142219,500000,1.4949,0.7007,5409
1782374850,946611,142367,500000,1.4874,0.7064,4350
1782374864,947611,142516,500000,1.5011,0.7022,5440
1782374878,948611,142666,500000,1.4863,0.7101,5479
1782374892,949611,142816,500000,1.4873,0.7017,5446
1782374906,950611,142968,500000,1.4932,0.7020,5450
1782374921,951611,143121,500000,1.4860,0.6963,5415
1782374935,952611,143269,500000,1.4886,0.6999,5363
1782374949,953611,143418,500000,1.4948,0.7035,5390
1782374963,954611,143566,500000,1.4964,0.7000,5395
1782374977,955611,143715,500000,1.4796,0.7047,5430
1782374991,956611,143861,500000,1.4857,0.7092,5401
1782375005,957611,144006,500000,1.4950,0.7065,5426
1782375019,958611,144155,500000,1.5029,0.7132,5451
1782375033,959611,144302,500000,1.4954,0.7157,5368
1782375047,960611,144453,500000,1.4952,0.7098,5469
1782375064,961611,144602,500000,1.4873,0.7090,4410
1782375078,962611,144749,500000,1.4892,0.7068,5462
1782375092,963611,144900,500000,1.4982,0.7051,5419
1782375106,964611,145051,500000,1.4910,0.7050,5481
1782375120,965611,145200,500000,1.4819,0.7024,5419
1782375135,966611,145351,500000,1.4902,0.7041,5426
1782375149,967611,145502,500000,1.4804,0.7045,5429
1782375163,968611,145651,500000,1.4840,0.7092,5445
1782375177,969611,145800,500000,1.4915,0.7010,5538
1782375191,970611,145954,500000,1.4915,0.6998,5618
1782375205,971611,146107,500000,1.4743,0.6892,5544
1782375219,972611,146259,500000,1.4788,0.6884,5533
1782375233,973611,146410,500000,1.4696,0.6841,5529
1782375247,974611,146565,500000,1.4777,0.6817,5557
1782375262,975611,146719,500000,1.4690,0.6857,5517
1782375276,976611,146871,500000,1.4783,0.6919,5477
1782375290,977611,147023,500000,1.4711,0.6909,5508
1782375304,978611,147178,500000,1.4733,0.6880,5526
1782375322,979611,147331,500000,1.4780,0.6874,4498
1782375336,980611,147481,500000,1.4828,0.6903,5414
1782375350,981611,147632,500000,1.4875,0.6902,5387
1782375364,982611,147778,500000,1.4908,0.6961,5444
1782375378,983611,147924,500000,1.4918,0.7013,5419
1782375392,984611,148073,500000,1.5046,0.7048,5361
1782375406,985611,148222,500000,1.4916,0.7079,5418
1782375420,986611,148372,500000,1.5050,0.7046,5434
1782375434,987611,148521,500000,1.5029,0.7024,5467
1782375448,988611,148672,500000,1.4953,0.7095,5505
1782375462,989611,148819,500000,1.4974,0.7084,5414
1782375476,990611,148967,500000,1.4947,0.7066,5453
1782375490,991611,149119,500000,1.4900,0.7088,5502
1782375504,992611,149267,500000,1.5046,0.7150,5463
1782375518,993611,149416,500000,1.4967,0.7079,5461
1782375532,994611,149568,500000,1.5028,0.7157,5445
1782375547,995611,149717,500000,1.5066,0.7049,5369
1782375566,996611,149865,500000,1.5032,0.7109,3853
1782375580,997611,150016,500000,1.4994,0.7110,5474
1782375594,998611,150166,500000,1.4985,0.7101,5506
1782375609,999611,150320,500000,1.4992,0.7030,5549
1782375623,1000611,150473,500000,1.4945,0.7084,5397
1782375637,1001611,150623,500000,1.4939,0.7073,5443
1782375652,1002611,150778,500000,1.4868,0.7040,5484
1782375666,1003611,150930,500000,1.4852,0.6955,5402
1782375680,1004611,151083,500000,1.4837,0.7025,5484
1782375695,1005611,151236,500000,1.4901,0.6980,5427
1782375709,1006611,151385,500000,1.4872,0.7023,5506
1782375723,1007611,151541,500000,1.4947,0.7088,5481
1782375737,1008611,151691,500000,1.4806,0.7087,5455
1782375751,1009611,151843,500000,1.4864,0.7051,5503
1782375766,1010611,151994,500000,1.4873,0.7102,5444
1782375780,1011611,152145,500000,1.4856,0.7145,5402
1782375797,1012611,152295,500000,1.4808,0.7134,4406
1782375812,1013611,152449,500000,1.4865,0.7122,5502
1782375826,1014611,152604,500000,1.4801,0.7004,5509
1782375840,1015611,152758,500000,1.4843,0.7058,5487
1782375855,1016611,152909,500000,1.4770,0.7031,5342
1782375869,1017611,153059,500000,1.4773,0.7095,5417
1782375883,1018611,153210,500000,1.4770,0.7067,5466
1782375897,1019611,153360,500000,1.4740,0.7070,5500
1782375912,1020611,153513,500000,1.4796,0.7039,5451
1782375926,1021611,153664,500000,1.4770,0.7006,5386
1782375940,1022611,153816,500000,1.4810,0.7012,5491
1782375954,1023611,153968,500000,1.4664,0.6948,5480
1782375969,1024611,154122,500000,1.4668,0.6990,5414
1782375983,1025611,154273,500000,1.4719,0.6974,5454
1782375997,1026611,154425,500000,1.4734,0.6917,5435
1782376011,1027611,154578,500000,1.4717,0.6963,5522
1782376026,1028611,154730,500000,1.4655,0.6982,5434
1782376043,1029611,154878,500000,1.4770,0.7010,4396
1782376057,1030611,155032,500000,1.4768,0.7062,5627
1782376071,1031611,155183,500000,1.4872,0.7077,5580
1782376084,1032611,155331,500000,1.4726,0.7030,5555
1782376098,1033611,155482,500000,1.4957,0.7091,5555
1782376112,1034611,155632,500000,1.4821,0.7150,5604
1782376126,1035611,155779,500000,1.4913,0.7129,5517
1782376139,1036611,155928,500000,1.4932,0.7171,5560
1782376153,1037611,156074,500000,1.4960,0.7133,5458
1782376167,1038611,156222,500000,1.4992,0.7189,5536
1782376181,1039611,156370,500000,1.5098,0.7200,5497
1782376195,1040611,156522,500000,1.4959,0.7185,5548
1782376209,1041611,156674,500000,1.4942,0.7203,5546
1782376222,1042611,156824,500000,1.4945,0.7194,5536
1782376236,1043611,156973,500000,1.4837,0.7136,5489
1782376250,1044611,157124,500000,1.4928,0.7168,5524
1782376264,1045611,157275,500000,1.4946,0.7151,5508
1782376278,1046611,157423,500000,1.4963,0.7094,5525
1782376292,1047611,157572,500000,1.4898,0.7099,5533
1782376305,1048611,157718,500000,1.4901,0.7179,5510
1782376319,1049611,157868,500000,1.4874,0.7113,5561
1782376336,1050611,158015,500000,1.4836,0.7141,4556
1782376350,1051611,158165,500000,1.4877,0.7065,5559
1782376363,1052611,158314,500000,1.4870,0.7089,5649
